,last_four_difference,exp_win_difference,score_home,home_losses,spread_favorite,away_exp_win_pct,away_pt_diff_pg,weather_wind_mph,away_win_pct_last_4,h_ppg,a_ppg,home_exp_win_pct,home_pt_diff_pg,home_favorite,home_win_pct_last_4,over_under_line,total_ppg,total_points_against,weather_humidity,point_total,weather_temperature,schedule_season,a_papg,h_papg,per_game_difference,cluster
6418,0.0,0.7400539745614804,17,2,-6.0,0.2257806268687268,-4.8,0.0,0.5,28.13,19.87,0.9658346014302072,12.533,1,0.5,43.5,48.0,40.27,66.552,30,72.0,2005,24.67,15.6,8.259999999999998,3
6419,0.5,0.6118511195266749,40,4,-4.0,0.16348660701991108,-6.332999999999999,7.0,0.25,21.4,19.07,0.7753377265465861,4.333,1,0.75,38.0,40.47,42.47,78.0,53,69.0,2005,25.4,17.07,2.3299999999999983,2
6420,-0.25,-0.16783994796204194,37,6,-7.5,0.8437411162052463,7.0,14.0,0.75,24.4,27.87,0.6759011682432043,2.9330000000000003,1,0.5,47.0,52.269999999999996,42.34,58.0,40,47.0,2005,20.87,21.47,-3.4700000000000024,3
6421,-0.25,-0.6366409624953171,34,7,-3.0,0.8790990374461332,5.4670000000000005,0.0,0.75,18.13,16.67,0.2424580749508161,-4.133,1,0.5,35.0,34.8,33.47,66.552,44,72.0,2005,11.2,22.27,1.4599999999999973,2
6422,0.0,0.18132136328522908,26,5,-3.0,0.49527986806181,-0.067,11.0,1.0,23.53,19.33,0.6766012313470391,2.867,1,1.0,37.0,42.86,40.07,83.0,54,28.0,2005,19.4,20.67,4.200000000000003,2
6423,0.0,-0.06583587632332111,30,12,-1.5,0.1481026613835668,-6.132999999999999,7.0,0.25,14.0,16.33,0.0822667850602457,-7.933,1,0.25,37.5,30.33,44.4,79.0,56,36.0,2005,22.47,21.93,-2.3299999999999983,0
6424,-0.75,-0.49799839051702943,20,9,-7.0,0.7341996545344163,3.667,8.0,1.0,19.33,21.87,0.23620126401738686,-4.467,0,0.25,37.0,41.2,42.0,72.0,51,39.0,2005,18.2,23.8,-2.5400000000000027,2
6425,0.5,0.7242887609049523,35,5,-15.5,0.17694730984576768,-5.132999999999999,8.0,0.25,23.6,15.53,0.90123607075072,7.8,1,0.75,35.5,39.13,36.47,78.0,56,35.0,2005,20.67,15.8,8.070000000000002,2
6426,0.0,-0.020041938613221427,20,12,-1.0,0.04853045433579101,-11.2,18.0,0.25,14.6,16.2,0.02848851572256958,-12.8,0,0.25,37.5,30.799999999999997,54.8,78.0,37,54.0,2005,27.4,27.4,-1.5999999999999996,0
6427,0.75,0.5043296498299518,27,5,-13.0,0.05559797868030445,-9.933,6.0,0.0,18.2,14.8,0.5599276285102562,0.8,1,0.75,37.5,33.0,42.129999999999995,91.0,40,66.0,2005,24.73,17.4,3.3999999999999986,2
6499,0.0,-0.8217906620618834,20,3,-3.5,0.9495679820455012,8.333,0.0,0.25,17.0,19.0,0.12777731998361774,-7.0,0,0.25,40.0,36.0,34.67,66.552,43,72.0,2006,10.67,24.0,-2.0,2
6500,0.25,0.092220554940812,20,2,-7.5,0.19726177123434085,-5.0,13.0,0.25,16.5,17.25,0.28948232617515285,-3.0,1,0.5,38.0,33.75,41.75,89.0,32,58.0,2006,22.25,19.5,-0.75,2
6501,0.5,0.40286862058797834,40,0,-9.5,0.5965592591217175,1.25,9.0,0.5,29.0,17.5,0.9994278797096958,21.75,1,1.0,34.5,46.5,23.5,60.0,47,57.0,2006,16.25,7.25,11.5,3
6502,-0.5,-0.6190426684748218,20,3,-2.5,0.6624181764756569,2.5,11.0,0.75,16.75,22.0,0.04337550800083512,-12.0,0,0.25,46.5,38.75,48.25,56.0,43,60.0,2006,19.5,28.75,-5.25,0
6503,1.0,0.8710358151943971,14,0,-18.0,0.004959903349742603,-18.5,0.0,0.0,30.25,11.75,0.8759957185441397,8.5,1,1.0,47.5,42.0,52.0,66.552,27,72.0,2006,30.25,21.75,18.5,0
6504,0.0,-0.02261231224582727,41,2,-7.0,0.5765095720922072,1.25,12.0,0.5,19.25,24.0,0.5538972598463799,0.75,1,0.5,38.0,43.25,41.25,57.0,41,69.0,2006,22.75,18.5,-4.75,2
6505,0.5,0.4009056475457454,26,2,-6.0,0.0585689752615289,-11.0,0.0,0.0,15.75,17.75,0.4594746228072743,-0.5,1,0.5,41.0,33.5,45.0,66.552,43,72.0,2006,28.75,16.25,-2.0,0
6506,0.5,0.6953828423461169,20,1,-9.5,0.15498447963732212,-5.0,6.0,0.25,22.0,12.75,0.850367321983439,6.0,1,0.75,36.5,34.75,33.75,69.0,30,54.0,2006,17.75,16.0,9.25,2
6507,0.75,0.8756438819999738,24,1,-7.0,0.0090524613485105,-13.333,0.0,0.0,23.5,9.0,0.8846963433484842,7.25,1,0.75,35.0,32.5,38.58,66.552,45,72.0,2006,22.33,16.25,14.5,2
6508,-0.25,-0.21564609771802812,19,2,-5.5,0.53117046728748,0.5,6.0,0.5,27.0,23.25,0.31552436956945185,-3.667,1,0.25,45.5,50.25,53.42,59.0,22,61.0,2006,22.75,30.67,3.75,1
6509,0.25,-0.03290974866179641,38,1,-2.0,0.9717735550699624,13.667,7.0,0.5,29.25,29.67,0.938863806408166,11.0,1,0.75,43.0,58.92,34.25,62.0,62,61.0,2006,16.0,18.25,-0.4200000000000017,3
6510,0.25,0.6495478874657235,23,1,-3.0,0.3491087068048296,-2.0,6.0,0.25,26.67,16.0,0.998656594270553,19.0,1,0.5,37.5,42.67,25.67,70.0,36,64.0,2006,18.0,7.67,10.670000000000002,2
6511,0.25,0.030603490904584377,34,3,-3.5,0.003203447490822576,-17.333,11.0,0.0,17.75,9.0,0.03380693839540695,-13.75,1,0.25,39.5,26.75,57.83,73.0,54,60.0,2006,26.33,31.5,8.75,0
6512,-0.5,-0.32498155318787636,13,1,-5.0,0.992417648721542,13.25,14.0,1.0,12.0,21.5,0.6674360955336657,1.6669999999999998,1,0.5,33.5,33.5,18.58,94.0,16,39.0,2006,8.25,10.33,-9.5,2
6513,0.0,0.3481294142173601,14,1,-3.0,0.5742038197373539,1.25,0.0,0.5,17.25,25.0,0.922333233954714,6.75,1,0.5,41.5,42.25,34.25,66.552,41,72.0,2006,23.75,10.5,-7.75,2
6514,0.0,0.5235353687233328,21,1,-3.0,0.43958985417598,-0.8,7.0,0.75,17.8,17.2,0.9631252228993128,8.6,1,0.75,33.0,35.0,27.2,55.0,44,46.0,2006,18.0,9.2,0.6000000000000014,2
6515,0.25,0.7874841550529494,34,2,-13.0,0.04454204132775935,-11.75,10.0,0.25,28.25,16.5,0.8320261963807088,6.75,1,0.5,44.0,44.75,49.75,72.0,40,66.0,2006,28.25,21.5,11.75,1
6516,0.75,0.8328040104239424,13,1,-16.0,0.0077389424219820565,-16.5,7.0,0.0,12.25,11.75,0.8405429528459244,3.75,1,0.75,37.0,24.0,36.75,50.0,16,55.0,2006,28.25,8.5,0.5,2
6517,-0.5,-0.09539947254907981,20,5,-1.0,0.15812884644805364,-5.6,0.0,0.5,17.6,15.4,0.06272937389897383,-10.6,0,0.0,40.5,33.0,49.2,66.552,37,72.0,2006,21.0,28.2,2.200000000000001,0
6518,0.0,-0.0870735601637792,27,1,-3.0,0.9402452651261268,11.6,0.0,0.75,23.6,31.0,0.8531717049623476,6.4,0,0.75,47.0,54.6,36.599999999999994,66.552,51,72.0,2006,19.4,17.2,-7.399999999999999,3
6519,0.0,0.024675928443274736,20,3,-2.5,0.11420686357263066,-6.0,14.0,0.25,19.2,12.2,0.1388827920159054,-7.2,1,0.25,36.5,31.4,44.599999999999994,39.0,37,52.0,2006,18.2,26.4,7.0,0
6520,-0.5,-0.6805018172560404,45,3,-6.5,0.9054404796384796,7.0,6.0,0.5,15.25,20.0,0.2249386623824392,-4.0,1,0.0,36.5,35.25,32.25,54.0,52,42.0,2006,13.0,19.25,-4.75,2
6521,0.0,-0.8702349238938751,19,3,-10.0,0.9962952537387696,16.75,12.0,0.5,21.0,25.75,0.1260603298448944,-8.2,0,0.5,42.5,46.75,38.2,75.0,67,56.0,2006,9.0,29.2,-4.75,3
6522,0.25,0.2528655917293053,28,1,-3.0,0.4147526275608668,-1.25,0.0,0.5,22.2,19.5,0.6676182192901721,2.6,0,0.75,45.0,41.7,40.35,66.552,58,72.0,2006,20.75,19.6,2.6999999999999993,2
6523,-0.5,-0.6612432241375241,14,4,-5.0,0.6934078426216128,3.25,7.0,0.5,12.0,24.5,0.03216461848408874,-10.75,0,0.0,44.5,36.5,44.0,49.0,27,72.0,2006,21.25,22.75,-12.5,0
6524,0.5,0.30733302851769034,22,3,-12.0,0.011474400806650268,-15.0,7.0,0.0,19.2,12.0,0.3188074293243406,-2.8,1,0.5,39.5,31.2,49.0,46.0,47,50.0,2006,27.0,22.0,7.199999999999999,0
6525,-1.0,-0.8432859813765573,23,4,-13.0,0.9996724305908704,24.0,0.0,1.0,17.6,31.2,0.15638644921431313,-6.2,0,0.0,40.5,48.8,31.0,66.552,47,72.0,2006,7.2,23.8,-13.599999999999998,3
6526,0.0,-0.060278461717400145,41,2,-3.0,0.7806067435946793,4.4,0.0,0.25,16.6,21.2,0.7203282818772792,2.8,0,0.25,39.0,37.8,30.6,66.552,79,72.0,2006,16.8,13.8,-4.599999999999998,2
6527,-0.25,-0.7079231643107845,6,4,-5.5,0.884766541528216,6.8,14.0,0.5,15.67,21.6,0.1768433772174315,-5.167000000000001,0,0.25,37.0,37.27,35.629999999999995,82.0,34,48.0,2006,14.8,20.83,-5.9300000000000015,2
6528,-0.75,0.17960963467033192,17,2,-3.0,0.4754619963689178,-0.33299999999999996,14.0,1.0,22.2,18.17,0.6550716310392497,2.4,1,0.25,44.5,40.370000000000005,38.3,67.0,31,49.0,2006,18.5,19.8,4.029999999999998,2
6529,-0.5,-0.7446258159859351,7,4,-4.5,0.9098440651186376,5.0,15.0,0.75,16.2,12.4,0.1652182491327025,-5.6,0,0.25,31.0,28.6,29.200000000000003,71.0,24,48.0,2006,7.4,21.8,3.799999999999999,2
6530,0.0,-0.9106071448064244,27,4,-8.0,0.9277910348921798,8.8,0.0,0.25,14.4,23.6,0.017183890085755445,-15.0,0,0.25,39.5,38.0,44.2,66.552,34,72.0,2006,14.8,29.4,-9.200000000000001,2
6531,0.25,0.5301485096166609,36,0,-8.5,0.31965750909541985,-2.833,0.0,0.5,27.0,19.67,0.8498060187120808,7.0,1,0.75,47.0,46.67,42.5,66.552,58,72.0,2006,22.5,20.0,7.329999999999998,1
6532,0.0,-0.6394323027955169,30,3,-5.5,0.9964343377566286,19.2,11.0,0.5,17.4,30.2,0.3570020349611117,-2.0,0,0.5,39.0,47.599999999999994,30.4,66.0,57,39.0,2006,11.0,19.4,-12.8,3
6533,0.0,0.07177148437261457,24,5,-5.5,0.06697316758134386,-10.2,9.0,0.25,13.0,17.4,0.13874465195395844,-5.5,1,0.25,40.0,30.4,46.1,66.0,58,82.0,2006,27.6,18.5,-4.399999999999999,0
6534,0.25,0.09123217700524633,31,3,-3.5,0.10304565365673396,-8.333,10.0,0.25,19.33,18.0,0.1942778306619803,-5.5,1,0.5,43.5,37.33,51.16,57.0,55,55.0,2006,26.33,24.83,1.3299999999999983,0
6535,0.0,-0.1870414344189123,22,5,-3.0,0.1941684118540119,-5.332999999999999,5.0,0.0,10.0,18.5,0.007126977435099602,-15.2,0,0.0,40.0,28.5,49.03,60.0,31,63.0,2006,23.83,25.2,-8.5,0
6536,0.25,-0.14558278324949453,13,1,-7.0,0.6068284421907701,1.4,10.0,0.25,21.6,17.8,0.4612456589412756,-0.6,1,0.5,40.5,39.400000000000006,38.599999999999994,74.0,44,53.0,2006,16.4,22.2,3.8000000000000007,2
6537,-0.5,-0.8346062356550612,23,4,-6.0,0.8965594724062511,9.167,8.0,0.75,12.4,29.83,0.06195323675118995,-8.4,0,0.25,43.0,42.23,41.47,72.0,44,82.0,2006,20.67,20.8,-17.43,2
6538,0.0,0.23052550389172555,22,2,-3.0,0.7075693074681378,3.6,7.0,0.5,29.4,25.4,0.9380948113598634,11.0,1,0.5,43.5,54.8,40.2,45.0,58,55.0,2006,21.8,18.4,4.0,3
6539,0.25,-0.3889409395984637,14,3,-5.5,0.8356598368094722,6.832999999999999,7.0,0.5,17.57,28.17,0.4467188972110085,-0.7140000000000001,1,0.75,40.5,45.74,39.62,54.0,49,52.0,2006,21.33,18.29,-10.600000000000001,3
6540,0.5,0.9328560814878977,41,0,-16.5,0.06504599444036177,-11.667,11.0,0.25,30.0,20.67,0.9979020759282594,20.167,1,0.75,42.0,50.67,42.16,47.0,51,43.0,2006,32.33,9.83,9.329999999999998,3
6541,-0.25,-0.02549466553915014,27,2,-4.5,0.6915578353449789,2.833,11.0,0.5,21.33,20.67,0.6660631698058288,2.5,1,0.25,46.5,42.0,36.66,46.0,56,50.0,2006,17.83,18.83,0.6599999999999966,2
6542,-0.25,-0.15478801820737495,20,5,-1.5,0.28216734366487395,-3.714,19.0,0.5,14.67,21.0,0.127379325457499,-6.332999999999999,1,0.25,37.5,35.67,45.71,54.0,33,42.0,2006,24.71,21.0,-6.33,0
6543,0.0,0.056568910408074546,31,1,-3.0,0.8775311740763074,8.167,14.0,0.75,13.17,28.5,0.934100084484382,5.832999999999999,1,0.75,39.5,41.67,27.659999999999997,26.0,65,55.0,2006,20.33,7.33,-15.33,2
6544,0.25,0.010726669860820326,31,4,-4.0,0.14548107404148233,-6.428999999999999,13.0,0.0,20.17,17.14,0.15620774390230266,-6.832999999999999,1,0.25,45.5,37.31,50.57,48.0,45,39.0,2006,23.57,27.0,3.030000000000001,0
6545,0.5,0.13269910436015858,35,3,-5.0,0.2875195256749769,-3.5,11.0,0.25,19.5,20.17,0.4202186300351355,-1.167,1,0.75,37.0,39.67,44.34,50.0,63,58.0,2006,23.67,20.67,-0.6700000000000017,2
6546,0.25,-0.08948630165938332,22,1,-2.0,0.9149266805382864,6.832999999999999,0.0,0.25,24.17,18.33,0.8254403788789031,5.832999999999999,1,0.5,37.0,42.5,29.83,66.552,57,72.0,2006,11.5,18.33,5.840000000000003,2
6547,0.25,0.6683515344217706,17,2,-9.5,0.1133821460769409,-6.667000000000001,24.0,0.5,27.17,14.17,0.7817336804987115,5.332999999999999,1,0.75,36.0,41.34,42.66,37.0,20,50.0,2006,20.83,21.83,13.000000000000002,2
6548,0.0,-0.657230942167296,20,5,-9.0,0.6914994381576473,3.167,8.0,0.25,12.0,24.0,0.03426849599035125,-10.5,0,0.25,38.5,36.0,43.33,70.0,33,57.0,2006,20.83,22.5,-12.0,2
6549,0.25,0.09706565180571569,6,3,-8.0,0.7614039756847184,4.0,26.0,0.25,28.57,20.83,0.8584696274904341,7.571000000000001,1,0.5,39.0,49.4,37.83,38.0,19,49.0,2006,16.83,21.0,7.740000000000002,3
6550,0.0,0.36986633175425876,38,2,-9.0,0.6152300106884853,1.8330000000000002,5.0,0.5,29.67,23.17,0.985096342442744,15.5,1,0.5,46.0,52.84,35.5,73.0,62,64.0,2006,21.33,14.17,6.5,3
6551,-0.25,-0.04508583532772096,28,5,-3.0,0.07729704818489466,-9.167,8.0,0.5,14.17,16.5,0.0322112128571737,-12.0,1,0.25,42.0,30.67,51.84,41.0,50,59.0,2006,25.67,26.17,-2.33,0
6552,-0.25,-0.16742735664964115,7,2,-2.5,0.9454292965462656,9.333,0.0,0.75,20.0,22.67,0.7780019398966245,4.167,0,0.5,39.5,42.67,29.16,66.552,38,72.0,2006,13.33,15.83,-2.6700000000000017,2
6553,0.0,0.3004839848606582,26,2,-3.0,0.6206796832403464,1.857,3.0,0.25,20.71,22.14,0.9211636681010046,7.7139999999999995,1,0.25,41.0,42.85,33.29,59.0,46,39.0,2006,20.29,13.0,-1.4299999999999997,2
6554,-0.5,-0.208188684918705,24,5,-3.0,0.3002796209653627,-3.429,9.0,0.5,14.29,21.71,0.09209093604665768,-7.571000000000001,1,0.0,41.0,36.0,47.0,60.0,34,42.0,2006,25.14,21.86,-7.420000000000002,0
6555,0.75,0.8661318620549077,13,0,-13.5,0.13237012626505654,-6.143,9.0,0.0,31.57,14.57,0.9985019883199642,21.714000000000002,1,0.75,37.5,46.14,30.57,60.0,44,44.0,2006,20.71,9.86,17.0,3
6556,-0.25,-0.5636073022135338,30,6,-5.0,0.6766875841571277,2.714,0.0,0.5,18.86,21.86,0.11308028194359385,-8.142999999999999,1,0.25,47.0,40.72,46.14,66.552,44,72.0,2006,19.14,27.0,-3.0,0
6557,0.0,0.7244196728328824,37,3,-9.5,0.07081925890596974,-9.429,17.0,0.5,19.71,16.14,0.7952389317388522,4.428999999999999,1,0.5,37.0,35.85,40.86,77.0,44,65.0,2006,25.57,15.29,3.5700000000000003,2
6558,0.0,0.12206089357670669,20,1,-2.5,0.8489870528463597,7.428999999999999,7.0,0.75,23.86,29.29,0.9710479464230664,11.429,1,0.75,47.5,53.15,34.29,53.0,47,40.0,2006,21.86,12.43,-5.43,3
6559,0.75,0.7528452237901878,14,2,-13.0,0.09054145776247756,-8.714,6.0,0.25,25.71,17.29,0.8433866815526654,6.571000000000001,1,1.0,43.5,43.0,45.14,41.0,24,45.0,2006,26.0,19.14,8.420000000000002,1
6560,-0.5,-0.23471071483837624,20,5,-2.5,0.8451049616564683,4.571000000000001,5.0,0.75,22.43,15.71,0.6103942468180921,1.714,1,0.25,36.5,38.14,31.85,43.0,51,41.0,2006,11.14,20.71,6.719999999999999,2
6561,0.5,0.7747983561794429,32,2,-13.5,0.20607112165663166,-4.428999999999999,5.0,0.25,30.86,15.43,0.9808694778360746,15.286,1,0.75,42.0,46.29,35.43,57.0,57,66.0,2006,19.86,15.57,15.43,3
6562,-0.25,-0.47643402135329854,9,5,-4.0,0.5106328488320401,0.14300000000000002,8.0,0.5,19.14,18.14,0.03419882747874155,-14.429,0,0.25,43.0,37.28,51.57,82.0,12,59.0,2006,18.0,33.57,1.0,0
6563,-0.5,-0.026306236628573898,17,3,-3.0,0.5,0.0,0.0,0.75,23.29,21.71,0.4736937633714261,-0.429,1,0.25,48.5,45.0,45.42,66.552,48,72.0,2006,21.71,23.71,1.5799999999999983,1
6564,0.0,-0.6155298114677078,14,5,-1.5,0.6909439757711137,3.1430000000000002,10.0,0.5,12.57,23.86,0.0754141643034059,-7.7139999999999995,1,0.5,37.0,36.43,41.0,52.0,45,72.0,2006,20.71,20.29,-11.29,2
6565,-0.5,-0.6501526486355055,22,5,-3.0,0.8927958827161232,8.857000000000001,4.0,0.5,20.0,29.14,0.2426432340806177,-4.428999999999999,0,0.0,40.5,49.14,44.72,53.0,41,42.0,2006,20.29,24.43,-9.14,1
6566,-0.25,0.19607161975782206,16,3,-7.5,0.07442392519398154,-8.0,14.0,0.5,21.29,13.14,0.2704955449518036,-4.0,1,0.25,36.0,34.43,46.43,95.0,16,57.0,2006,21.14,25.29,8.149999999999999,0
6567,-0.5,-0.7496717465846601,10,7,-6.5,0.8566807610350794,7.375,0.0,0.5,16.75,27.88,0.10700901445041933,-7.75,0,0.0,43.5,44.629999999999995,45.0,66.552,37,72.0,2006,20.5,24.5,-11.129999999999999,1
6568,0.25,0.3228606098362977,13,3,-7.5,0.20242285531535975,-4.75,0.0,0.25,20.88,16.62,0.5252834651516575,0.375,1,0.5,41.5,37.5,41.879999999999995,66.552,30,72.0,2006,21.38,20.5,4.259999999999998,2
6569,-0.5,-0.41532792547123065,41,4,-1.5,0.972606279715028,14.25,11.0,0.75,21.88,31.0,0.5572783542437973,0.875,0,0.25,48.0,52.879999999999995,37.75,74.0,90,39.0,2006,16.75,21.0,-9.120000000000001,3
6570,0.25,0.16573008091903416,13,6,-6.0,0.04963984753696556,-11.875,0.0,0.25,20.25,17.88,0.21536992845599973,-5.125,1,0.5,46.5,38.129999999999995,55.129999999999995,66.552,32,72.0,2006,29.75,25.38,2.370000000000001,0
6571,0.5,0.6619028663341393,17,0,-12.5,0.18717193326389367,-4.875,0.0,0.25,29.0,15.5,0.849074799598033,7.375,1,0.75,45.0,44.5,42.0,66.552,33,72.0,2006,20.38,21.62,13.5,2
6572,0.25,0.8133658610347602,10,3,-10.5,0.09600071936766663,-8.125,12.0,0.25,21.88,16.38,0.9093665804024268,7.625,1,0.5,37.5,38.26,38.75,59.0,23,63.0,2006,24.5,14.25,5.5,2
6573,-0.5,-0.3278281618933712,13,6,-2.0,0.6110542842874969,1.75,5.0,0.75,16.62,22.88,0.28322612239412565,-3.125,1,0.25,40.5,39.5,40.870000000000005,63.0,23,75.0,2006,21.12,19.75,-6.259999999999998,2
6574,-0.25,0.22002513135232435,17,4,-5.0,0.23059981775958435,-4.75,0.0,0.5,16.25,20.25,0.4506249491119087,-0.625,1,0.25,40.5,36.5,41.879999999999995,66.552,40,72.0,2006,25.0,16.88,-4.0,2
6575,0.0,0.6802853065534143,14,2,-10.5,0.2563247863696001,-4.125,11.0,0.5,23.38,20.0,0.9366100929230144,9.125,1,0.5,38.0,43.379999999999995,38.370000000000005,92.0,31,55.0,2006,24.12,14.25,3.379999999999999,2
6576,0.5,-0.14944186061403308,20,2,-1.0,0.99149535890695,16.75,12.0,0.5,24.25,29.25,0.8420534982929169,6.25,1,1.0,37.5,53.5,30.5,86.0,58,60.0,2006,12.5,18.0,-5.0,3
6577,-0.25,-0.8173583739909821,13,6,-8.0,0.8645548557279289,5.375,6.0,0.75,11.5,17.62,0.047196481736946766,-9.0,0,0.5,33.5,29.12,32.75,67.0,30,50.0,2006,12.25,20.5,-6.120000000000001,2
6578,-0.25,0.5218281261722175,27,4,-8.0,0.2880389904980117,-3.5,13.0,0.25,25.75,20.25,0.8098671166702293,5.75,1,0.0,41.5,46.0,43.75,88.0,30,59.0,2006,23.75,20.0,5.5,1
6579,-0.25,-0.26921415233045765,38,6,-6.5,0.7772593042203554,4.875,14.0,0.5,22.12,24.75,0.5080451518898977,0.125,1,0.25,45.5,46.870000000000005,41.879999999999995,85.0,69,41.0,2006,19.88,22.0,-2.629999999999999,3
6580,0.5,0.02991313500655768,24,3,-3.0,0.3724925911552188,-2.125,16.0,0.0,20.62,22.5,0.4024057261617765,-1.5,1,0.5,43.5,43.120000000000005,46.74,88.0,46,45.0,2006,24.62,22.12,-1.879999999999999,1
6581,0.0,-0.8738965111633565,26,6,-7.5,0.9096286587143416,7.5,9.0,0.5,15.0,21.38,0.035732147550985124,-12.0,0,0.5,38.0,36.379999999999995,40.88,63.0,53,45.0,2006,13.88,27.0,-6.379999999999999,2
6582,-0.25,0.22280498966115428,24,4,-10.0,0.05715379391284201,-8.875,6.0,0.5,17.12,12.75,0.2799587835739963,-3.25,1,0.25,37.0,29.87,42.0,58.0,34,52.0,2006,21.62,20.38,4.370000000000001,2
6583,-0.25,-0.12495436263547358,17,8,-2.5,0.20567431755983245,-5.222,0.0,0.25,16.0,19.44,0.08071995492435888,-8.777999999999999,1,0.0,45.5,35.44,49.45,66.552,27,72.0,2006,24.67,24.78,-3.4400000000000013,0
6584,0.25,0.38825816941676566,24,2,-3.5,0.492331172654952,-0.111,6.0,0.5,22.0,20.0,0.8805893420717177,6.778,1,0.75,41.5,42.0,35.33,66.0,34,44.0,2006,20.11,15.22,2.0,2
6585,0.25,0.030743066138092356,15,4,-6.5,0.3730513480200455,-2.1109999999999998,5.0,0.0,17.89,22.44,0.4037944141581379,-1.3330000000000002,1,0.25,44.5,40.33,43.78,64.0,15,44.0,2006,24.56,19.22,-4.550000000000001,2
6586,0.25,-0.30614941826801456,20,6,-4.0,0.5544954232206902,0.889,9.0,0.25,16.67,23.89,0.2483460049526757,-3.778,0,0.5,36.0,40.56,43.44,76.0,44,40.0,2006,23.0,20.44,-7.219999999999999,2
6587,-0.5,0.057395104736242764,21,4,-1.0,0.8329426647803002,6.667000000000001,8.0,1.0,27.78,27.67,0.890337769516543,8.443999999999999,0,0.5,49.0,55.45,40.33,42.0,35,51.0,2006,21.0,19.33,0.10999999999999943,3
6588,0.0,-0.10052223585318731,27,2,-2.5,0.9585787311318514,13.556,8.0,0.75,17.56,33.0,0.8580564952786641,5.222,1,0.75,42.5,50.56,31.770000000000003,50.0,62,40.0,2006,19.44,12.33,-15.440000000000001,3
6589,0.25,-0.6230893791507643,0,5,-6.0,0.9102580138852592,7.778,10.0,0.5,20.56,22.33,0.28716863473449483,-3.556,0,0.75,46.0,42.89,38.67,59.0,35,37.0,2006,14.56,24.11,-1.7699999999999996,2
6590,0.25,-0.08368893613771371,21,6,-2.5,0.20649884134223734,-4.444,0.0,0.25,16.0,15.56,0.12280990520452363,-6.888999999999999,1,0.5,36.5,31.560000000000002,42.89,66.552,45,72.0,2006,20.0,22.89,0.4399999999999995,2
6591,0.25,0.5253596704436372,17,4,-9.0,0.05598555832452029,-8.443999999999999,6.0,0.5,21.44,11.67,0.5813452287681575,1.222,1,0.75,36.5,33.11,40.33,68.0,30,34.0,2006,20.11,20.22,9.770000000000001,2
6592,0.25,-0.08451078606528484,24,6,-3.0,0.4058037799205318,-1.222,8.0,0.25,16.22,16.33,0.32129299385524696,-2.444,1,0.5,33.5,32.55,36.230000000000004,49.0,44,64.0,2006,17.56,18.67,-0.10999999999999943,2
6593,0.0,0.21163062161074325,16,3,-3.0,0.4932912647580426,-0.111,0.0,0.25,25.44,24.0,0.7049218863687858,3.556,1,0.25,52.5,49.44,46.0,66.552,47,72.0,2006,24.11,21.89,1.4400000000000013,1
6594,0.0,-0.6974903904515187,0,4,-5.5,0.9903620686068644,16.889,12.0,0.5,19.67,30.22,0.29287167815534565,-3.333,0,0.5,40.5,49.89,36.33,58.0,10,47.0,2006,13.33,23.0,-10.549999999999997,3
6595,0.0,0.8304597307068166,13,4,-13.0,0.05324701418929366,-10.777999999999999,9.0,0.25,25.89,16.22,0.8837067448961102,7.778,1,0.25,43.5,42.11,45.11,58.0,44,45.0,2006,27.0,18.11,9.670000000000002,0
6596,0.0,-0.3527854527898889,20,5,-3.0,0.4277419713124616,-1.111,6.0,0.5,18.0,21.0,0.07495651852257275,-9.889,0,0.5,43.5,39.0,50.0,83.0,34,57.0,2006,22.11,27.89,-3.0,0
6597,0.0,-0.12886408771934027,20,7,-3.0,0.17650731217428692,-5.778,8.0,0.25,12.44,18.33,0.04764322445494666,-9.443999999999999,1,0.25,34.0,30.769999999999996,46.0,60.0,37,58.0,2006,24.11,21.89,-5.889999999999999,0
6598,-0.25,0.16595464849144925,26,4,-3.5,0.7149110687144791,3.556,10.0,0.75,20.56,23.78,0.8808657172059283,6.444,1,0.5,38.5,44.34,34.33,49.0,36,52.0,2006,20.22,14.11,-3.2200000000000024,2
6599,0.5,0.8195867165467177,38,4,-11.0,0.07120169657326031,-8.2,11.0,0.25,27.1,13.2,0.890788413119978,8.3,1,0.75,39.0,40.3,40.2,60.0,48,59.0,2006,21.4,18.8,13.900000000000002,2
6600,-0.5,-0.17653002941637838,10,8,-2.5,0.368157145884432,-1.8,0.0,0.75,18.5,17.0,0.1916271164680536,-5.4,0,0.25,40.5,35.5,42.7,66.552,37,72.0,2006,18.8,23.9,1.5,2
6601,0.25,-0.17460780966230172,19,4,-1.0,0.7760392115962471,3.9,11.0,0.5,21.0,18.5,0.6014314019339454,1.5,1,0.75,39.0,39.5,34.1,60.0,29,51.0,2006,14.6,19.5,2.5,2
6602,0.0,-0.20576861529780094,13,5,-3.0,0.602522488078975,1.7,0.0,0.25,19.0,24.5,0.3967538727811741,-1.5,1,0.25,48.0,43.5,43.3,66.552,44,72.0,2006,22.8,20.5,-5.5,2
6603,0.5,0.32934269979229736,27,2,-3.0,0.5736683570219324,1.2,2.0,0.5,22.2,23.9,0.9030110568142298,7.5,1,1.0,40.5,46.099999999999994,37.4,82.0,27,43.0,2006,22.7,14.7,-1.6999999999999993,3
